2017-03-16 11:57: [[0.0, 13.8, 34.2, 7.4, 11.4, 14.9, 5.1, 2.5, 3.6, 7.3, 3.7, 2.5, 1.2, 3.7, 0.0, 1.2, 0.0], [33.070908, 28.18452, 55.10703, 46.546128, 32.340249, 29.398048, 44.398166, 30.64971, 28.683902, 28.937896999999996, 41.221278, 40.092855, 32.271, 29.68875, 26.771472000000003, 26.798499, 27.157166], [2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685]]
2017-03-16 11:57:  status: Discharging
2017-03-16 11:57:  need train?: False
2017-03-16 11:57: [[0.0, 13.8, 34.2, 7.4, 11.4, 14.9, 5.1, 2.5, 3.6, 7.3, 3.7, 2.5, 1.2, 3.7, 0.0, 1.2, 0.0, 0.0], [33.070908, 28.18452, 55.10703, 46.546128, 32.340249, 29.398048, 44.398166, 30.64971, 28.683902, 28.937896999999996, 41.221278, 40.092855, 32.271, 29.68875, 26.771472000000003, 26.798499, 27.157166, 24.814254], [2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685]]
2017-03-16 11:57:  status: Discharging
2017-03-16 11:57:  need train?: False
2017-03-16 11:57: [[0.0, 13.8, 34.2, 7.4, 11.4, 14.9, 5.1, 2.5, 3.6, 7.3, 3.7, 2.5, 1.2, 3.7, 0.0, 1.2, 0.0, 0.0, 0.0], [33.070908, 28.18452, 55.10703, 46.546128, 32.340249, 29.398048, 44.398166, 30.64971, 28.683902, 28.937896999999996, 41.221278, 40.092855, 32.271, 29.68875, 26.771472000000003, 26.798499, 27.157166, 24.814254, 25.518155], [2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685]]
2017-03-16 11:57:  status: Discharging
2017-03-16 11:57:  need train?: False
2017-03-16 11:57: [[0.0, 13.8, 34.2, 7.4, 11.4, 14.9, 5.1, 2.5, 3.6, 7.3, 3.7, 2.5, 1.2, 3.7, 0.0, 1.2, 0.0, 0.0, 0.0, 2.5], [33.070908, 28.18452, 55.10703, 46.546128, 32.340249, 29.398048, 44.398166, 30.64971, 28.683902, 28.937896999999996, 41.221278, 40.092855, 32.271, 29.68875, 26.771472000000003, 26.798499, 27.157166, 24.814254, 25.518155, 24.2], [2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685]]
2017-03-16 11:57:  status: Discharging
2017-03-16 11:57:  need train?: False
2017-03-16 11:57: [[0.0, 13.8, 34.2, 7.4, 11.4, 14.9, 5.1, 2.5, 3.6, 7.3, 3.7, 2.5, 1.2, 3.7, 0.0, 1.2, 0.0, 0.0, 0.0, 2.5, 0.0], [33.070908, 28.18452, 55.10703, 46.546128, 32.340249, 29.398048, 44.398166, 30.64971, 28.683902, 28.937896999999996, 41.221278, 40.092855, 32.271, 29.68875, 26.771472000000003, 26.798499, 27.157166, 24.814254, 25.518155, 24.2, 23.977914], [2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685]]
2017-03-16 11:57:  status: Discharging
2017-03-16 11:57:  need train?: False
2017-03-16 11:57: [[0.0, 13.8, 34.2, 7.4, 11.4, 14.9, 5.1, 2.5, 3.6, 7.3, 3.7, 2.5, 1.2, 3.7, 0.0, 1.2, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0], [33.070908, 28.18452, 55.10703, 46.546128, 32.340249, 29.398048, 44.398166, 30.64971, 28.683902, 28.937896999999996, 41.221278, 40.092855, 32.271, 29.68875, 26.771472000000003, 26.798499, 27.157166, 24.814254, 25.518155, 24.2, 23.977914, 24.030698], [2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685]]
2017-03-16 11:57:  status: Discharging
2017-03-16 11:57:  need train?: False
2017-03-16 11:57: [[0.0, 13.8, 34.2, 7.4, 11.4, 14.9, 5.1, 2.5, 3.6, 7.3, 3.7, 2.5, 1.2, 3.7, 0.0, 1.2, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0], [33.070908, 28.18452, 55.10703, 46.546128, 32.340249, 29.398048, 44.398166, 30.64971, 28.683902, 28.937896999999996, 41.221278, 40.092855, 32.271, 29.68875, 26.771472000000003, 26.798499, 27.157166, 24.814254, 25.518155, 24.2, 23.977914, 24.030698, 24.851548], [2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685]]
2017-03-16 11:57:  status: Discharging
2017-03-16 11:57:  need train?: False
2017-03-16 11:57: [[0.0, 13.8, 34.2, 7.4, 11.4, 14.9, 5.1, 2.5, 3.6, 7.3, 3.7, 2.5, 1.2, 3.7, 0.0, 1.2, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0], [33.070908, 28.18452, 55.10703, 46.546128, 32.340249, 29.398048, 44.398166, 30.64971, 28.683902, 28.937896999999996, 41.221278, 40.092855, 32.271, 29.68875, 26.771472000000003, 26.798499, 27.157166, 24.814254, 25.518155, 24.2, 23.977914, 24.030698, 24.851548, 24.94656], [2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685]]
2017-03-16 11:57:  status: Discharging
2017-03-16 11:57:  need train?: False
2017-03-16 11:57: [[0.0, 13.8, 34.2, 7.4, 11.4, 14.9, 5.1, 2.5, 3.6, 7.3, 3.7, 2.5, 1.2, 3.7, 0.0, 1.2, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0], [33.070908, 28.18452, 55.10703, 46.546128, 32.340249, 29.398048, 44.398166, 30.64971, 28.683902, 28.937896999999996, 41.221278, 40.092855, 32.271, 29.68875, 26.771472000000003, 26.798499, 27.157166, 24.814254, 25.518155, 24.2, 23.977914, 24.030698, 24.851548, 24.94656, 24.867776], [2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685]]
2017-03-16 11:57:  status: Discharging
2017-03-16 11:57:  need train?: False
2017-03-16 11:57: [[0.0, 13.8, 34.2, 7.4, 11.4, 14.9, 5.1, 2.5, 3.6, 7.3, 3.7, 2.5, 1.2, 3.7, 0.0, 1.2, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2], [33.070908, 28.18452, 55.10703, 46.546128, 32.340249, 29.398048, 44.398166, 30.64971, 28.683902, 28.937896999999996, 41.221278, 40.092855, 32.271, 29.68875, 26.771472000000003, 26.798499, 27.157166, 24.814254, 25.518155, 24.2, 23.977914, 24.030698, 24.851548, 24.94656, 24.867776, 24.602879999999995], [2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685]]
2017-03-16 11:57:  status: Discharging
2017-03-16 11:57:  need train?: False
2017-03-16 11:57: [[0.0, 13.8, 34.2, 7.4, 11.4, 14.9, 5.1, 2.5, 3.6, 7.3, 3.7, 2.5, 1.2, 3.7, 0.0, 1.2, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 1.3], [33.070908, 28.18452, 55.10703, 46.546128, 32.340249, 29.398048, 44.398166, 30.64971, 28.683902, 28.937896999999996, 41.221278, 40.092855, 32.271, 29.68875, 26.771472000000003, 26.798499, 27.157166, 24.814254, 25.518155, 24.2, 23.977914, 24.030698, 24.851548, 24.94656, 24.867776, 24.602879999999995, 24.767999999999997], [2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685]]
2017-03-16 11:57:  status: Discharging
2017-03-16 11:57:  need train?: False
2017-03-16 11:57: [[0.0, 13.8, 34.2, 7.4, 11.4, 14.9, 5.1, 2.5, 3.6, 7.3, 3.7, 2.5, 1.2, 3.7, 0.0, 1.2, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 1.3, 1.3], [33.070908, 28.18452, 55.10703, 46.546128, 32.340249, 29.398048, 44.398166, 30.64971, 28.683902, 28.937896999999996, 41.221278, 40.092855, 32.271, 29.68875, 26.771472000000003, 26.798499, 27.157166, 24.814254, 25.518155, 24.2, 23.977914, 24.030698, 24.851548, 24.94656, 24.867776, 24.602879999999995, 24.767999999999997, 30.0715], [2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685]]
2017-03-16 11:57:  status: Discharging
2017-03-16 11:57:  need train?: False
2017-03-16 11:57: [[0.0, 13.8, 34.2, 7.4, 11.4, 14.9, 5.1, 2.5, 3.6, 7.3, 3.7, 2.5, 1.2, 3.7, 0.0, 1.2, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 1.3, 1.3, 0.0], [33.070908, 28.18452, 55.10703, 46.546128, 32.340249, 29.398048, 44.398166, 30.64971, 28.683902, 28.937896999999996, 41.221278, 40.092855, 32.271, 29.68875, 26.771472000000003, 26.798499, 27.157166, 24.814254, 25.518155, 24.2, 23.977914, 24.030698, 24.851548, 24.94656, 24.867776, 24.602879999999995, 24.767999999999997, 30.0715, 25.03212], [2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685, 2685]]
2017-03-16 11:57:  status: Discharging
2017-03-16 11:57:  need train?: False
